"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Germany","DEU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.38319","98.93834","100.39504","99.3131","99.25785","99.38539","100.13452","101.76204","102.84999","104.92215","106.00927","105.25328","104.99517","104.92916","103.65291","103.41366","103.11489","102.07644","101.8307","102.30161","","","",
"Djibouti","DJI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","23.67296","24.01268","25.11134","25.72584","26.14339","25.42179","24.16359","27.47694","27.74917","27.80425","29.0954","31.45716","33.22385","34.82759","34.97501","37.65795","38.05837","37.56414","36.07114","35.56911","34.16632","34.59934","31.07059","32.90661","34.25598","34.64294","34.2146","","33.10738","32.19989","35.05267","36.06441","37.58465","39.27929","41.02658","43.8749","46.47388","55.5572","54.52796","","59.08417","61.1078","",
"Dominica","DMA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","129.16516","130.68884","127.48491","119.88748","118.7437","110.33552","110.59357","109.66725","106.26405","103.3795","101.36152","106.46577","","101.55975","","95.55521","99.60228","99.19698","","103.47358","107.63941","107.31362","119.98312","127.63289","133.29463","","","","128.16856","120.24101","113.02284","108.22741","104.08996","100.6115","99.91533","98.97823","100.99322","103.15543","107.28624","112.27925","118.73359","","",
"Denmark","DNK","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","95.91782","96.46802","98.93928","101.72213","102.88561","104.23443","100.82947","99.37107","97.39784","97.36074","95.48598","96.27919","97.95693","98.89579","98.68499","98.56692","98.71709","98.81181","97.62152","97.49688","98.05626","97.2244","98.35354","100.11157","100.19956","100.4562","","101.40603","101.17288","101.28332","101.22921","103.1919","","100.6285","98.63094","99.18513","99.74691","99.22127","99.0932","99.11852","","","",
"Dominican Republic","DOM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","94.78422","99.74795","98.69046","97.05577","98.7598","102.11242","103.3642","103.35091","111.28778","113.88172","116.5337","120.00987","112.9908","114.90714","122.3093","122.53175","","","","","","","","100.76846","","","","108.03216","111.10236","114.1359","","115.49172","113.06054","105.42806","106.35142","102.19092","112.63671","108.5601","110.49536","108.46991","106.92587","","",
"Algeria","DZA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","76.11389","80.49525","85.14989","88.63706","90.27024","92.71517","94.51511","95.72261","95.87667","96.43859","96.14469","95.28981","94.40364","94.328","93.68169","92.69619","93.94266","95.19704","94.85342","94.6635","95.7044","97.06886","97.10723","97.87249","98.37448","100.22869","102.04367","","105.52804","107.80675","106.28725","107.09804","107.75476","108.74046","109.48656","109.99307","111.31474","109.95764","110.23898","110.17042","108.99854","","",
"East Asia & Pacific (developing only)","EAP","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","103.5431","104.54514","107.10627","112.98619","115.74095","117.34883","116.91278","113.09883","109.14279","108.41668","109.1954","110.70662","110.89103","111.20853","112.41815","116.52421","120.23892","124.05389","125.40627","124.88553","122.26007","118.90813","116.09752","113.84844","112.49912","111.78859","111.35099","111.19528","111.72195","111.44107","111.13001","110.92863","111.47948","111.78025","111.03585","110.17523","108.64133","109.44321","109.85261","110.14691","110.61746","111.97234","","",
"East Asia & Pacific (all income levels)","EAS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","103.55008","104.43117","106.71229","111.90625","114.2277","115.78784","115.54842","112.15246","108.56645","107.94054","108.6999","109.98407","110.04889","110.27631","111.32703","115.02716","118.43658","121.92679","123.15772","122.73959","120.44124","117.42198","114.89935","112.87022","111.70167","111.05546","110.65957","110.51944","111.01501","110.74666","110.40935","110.1655","110.68512","110.98104","110.31591","109.53321","108.14012","108.87577","109.24619","109.54929","110.10041","111.36418","","",
"Europe & Central Asia (developing only)","ECA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","103.29238","103.23315","102.37799","101.57632","101.40239","101.83706","102.6997","103.21008","103.19058","103.45898","103.01294","102.52241","103.32455","103.75047","105.72608","105.2851","105.37509","104.77988","104.64976","102.84601","102.63596","102.85841","102.43141","102.27575","102.04545","101.54438","100.72822","100.64248","100.79492","101.27563","101.2141","102.6519","103.30592","99.58578","100.13192","101.46349","100.86251","101.19832","101.17545","100.2491","100.86123","100.72521","","",
"Europe & Central Asia (all income levels)","ECS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","104.60695","104.61759","103.95577","103.01508","103.05932","103.19027","103.56814","103.63249","103.73783","103.76559","103.38125","102.58412","102.61912","102.41111","103.09125","103.26029","103.7773","104.23676","104.43692","103.62256","103.20853","103.3774","102.83779","102.92148","102.61869","102.53811","102.48393","102.22892","102.3684","102.64777","102.6814","103.45971","104.1457","103.23763","102.75677","102.0487","101.86554","102.20525","102.67069","102.41351","102.56056","102.37977","","",
"Ecuador","ECU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","99.5494","99.88363","101.20149","104.12432","104.26341","106.07022","106.52955","107.86645","112.95298","113.93152","117.99098","119.5464","120.02198","120.45365","119.46122","119.63887","120.68933","120.58024","118.94589","118.21099","117.03186","126.43953","123.00292","107.44477","108.3681","110.1249","114.13936","113.42673","114.16638","115.52123","117.0532","118.51803","118.26143","117.54241","116.95444","116.37422","117.29117","","114.32847","119.06775","120.56386","","",
"Egypt, Arab Rep.","EGY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","63.89024","64.86481","65.4084","63.09973","64.22172","63.61253","62.87136","62.70262","62.77555","64.01332","64.77468","66.61598","69.25972","71.80263","74.27809","76.74109","79.57185","82.46057","83.9847","87.27019","90.80462","83.82582","85.47238","95.6593","89.17691","98.87251","98.91812","","98.07474","97.86761","98.32382","99.57697","100.39784","100.86455","100.74747","102.22404","103.27061","","105.67571","106.06776","102.3253","","",
"Euro area","EMU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","107.74961","107.74316","107.61087","106.17015","106.34144","106.11363","105.93104","105.37205","105.16126","104.89993","104.7003","104.41427","104.11976","103.50805","103.18962","103.56521","104.05465","104.63087","104.84828","104.81476","104.16582","103.6554","102.55576","102.78465","102.98166","102.89932","103.24105","103.29959","104.09482","104.85977","105.12703","104.95663","104.41082","104.22301","104.02375","104.82976","105.14402","105.82842","106.02569","105.69834","105.11594","104.79301","","",
"Eritrea","ERI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5876","20.39814","19.55641","33.12686","40.84863","45.71338","48.63392","50.8116","49.71553","","51.79161","57.21707","56.56598","61.49592","65.71974","67.42792","66.84338","63.58641","56.7451","52.37811","48.55474","44.59066","46.60199","","",
"Spain","ESP","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","112.10039","115.88083","110.93298","112.82526","113.39871","112.13592","110.94673","109.8658","109.49788","109.17599","109.03456","110.04395","110.43558","110.20723","109.94541","108.721","108.40305","106.01811","105.84433","105.70181","106.36104","105.63596","107.39487","107.14305","106.27983","106.08308","105.75648","105.94844","106.01906","105.83096","105.16055","104.75725","104.47453","104.42195","103.35103","103.35818","104.8807","106.41278","106.78388","105.54745","104.35097","","",
"Estonia","EST","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","102.97418","101.8479","101.0218","100.72472","101.56023","103.09264","110.48838","113.56372","113.12316","94.00251","93.12198","92.65657","90.27739","90.75231","91.54068","94.65933","95.29822","97.05914","98.9084","101.06134","103.09399","103.82472","104.23187","103.30563","102.06544","99.21836","98.16013","98.75872","98.95081","98.63582","","","",
"Ethiopia","ETH","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","14.72505","15.53889","15.93749","17.35895","18.82836","20.83366","22.20487","21.24194","25.23202","32.69774","37.92511","41.27928","42.44745","40.96433","38.37184","38.06266","41.3421","42.26691","40.53167","36.55763","32.77373","26.40115","22.81119","26.94947","30.8699","36.91201","42.09757","51.46701","50.29862","54.9241","60.46039","63.41346","64.95281","68.50708","81.01086","86.96665","94.70849","102.33496","102.28035","101.55085","105.58282","","",
"European Union","EUU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","106.4706","106.46658","106.46979","105.37668","105.47603","105.2353","105.08011","104.61187","104.31639","103.94374","103.48055","102.92416","102.76665","102.368","102.3431","102.50981","102.86182","103.28607","103.2429","102.86266","102.07614","101.5235","100.86811","101.35669","101.65424","101.82216","102.12247","102.10455","102.77307","103.07548","103.2694","103.28008","102.89872","102.77067","103.4278","103.75162","103.61361","103.87387","104.33856","104.25424","104.1606","103.92363","","",
"Finland","FIN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","81.94993","81.39417","82.43492","85.99871","89.9706","102.28401","100.7175","99.27745","98.26019","97.26821","96.19767","97.48171","100.06617","101.94922","102.77415","102.49081","102.28108","100.9018","99.32295","98.61406","98.82974","99.28952","99.45426","99.41783","99.10822","99.18739","99.34281","100.04831","100.56305","101.4573","101.47601","100.60733","99.89826","99.00316","98.61296","98.14719","98.56276","98.78878","98.8151","98.92597","99.14798","","",
"Fiji","FJI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","106.77934","110.02759","112.35692","115.62596","116.841","117.52125","115.36642","112.71164","110.37045","106.769","105.46017","105.30564","","102.60836","101.77764","102.1224","103.71799","104.89172","","","","108.72797","107.57186","","","","","","105.25412","103.76784","101.40379","103.63167","105.3589","108.02533","112.01852","","112.98652","107.12912","106.22585","104.76363","","104.71066","","",
"France","FRA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","116.23013","113.59809","111.17746","110.53839","109.8476","108.96692","108.65915","110.07024","110.66417","110.47756","109.45166","108.18508","106.11163","105.49095","105.35772","108.2919","110.81849","112.91023","113.15588","110.99777","108.46868","106.23875","104.33416","104.78744","105.17922","105.84991","104.81016","104.97048","105.14173","104.79842","104.70508","104.6338","104.50692","104.0894","109.81152","109.92155","110.78345","111.05863","110.67838","109.9914","109.3943","","",
"Faeroe Islands","FRO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","214.06132","215.44776","222.07349","215.31515","211.5106","202.57992","204.61421","198.92895","191.93816","","","","","","","","","","","","","","","","","","","","","","","","","115.30569","112.48578","","110.05945","","","","","","",
"Gabon","GAB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","156.4565","158.74359","160.54705","160.59979","165.60543","170.39168","166.51088","172.4488","166.27985","166.79394","166.49954","163.71164","160.97914","159.77379","158.69098","156.27458","155.69067","152.06246","154.87619","","","139.95242","","142.45591","148.26744","145.88576","144.36724","","139.61754","","131.34132","135.75312","132.56835","","","","","","","","181.70004","","",
"United Kingdom","GBR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","105.11586","104.84225","104.233","104.22051","104.13731","104.27649","104.43934","104.29774","104.24071","104.15353","103.5188","102.37372","101.00461","101.60377","101.87092","104.23852","105.91852","106.94881","106.6724","106.15533","104.87293","103.6466","","","","","","100.89595","100.87365","100.62562","100.49969","100.05289","100.13661","105.99352","106.42772","105.23305","103.93783","106.41748","106.19186","106.885","","","",
"Georgia","GEO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","92.82925","","","","","89.75916","","","","","97.28083","95.88","87.06034","86.02603","83.92371","83.88743","86.37469","","93.95496","96.86848","94.8479","91.70769","91.65029","94.24583","94.67535","100.21694","107.67259","111.0788","111.12495","108.80652","106.4213","","",
"Ghana","GHA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","66.81242","65.18423","66.194","64.53389","64.86212","69.75235","71.50496","71.98191","73.43875","74.84815","77.2033","78.25705","75.79387","72.17829","73.2374","69.19386","69.92421","68.7987","72.32982","70.49497","78.73879","79.40093","78.80844","80.36072","79.17144","79.12972","82.27198","","80.53023","85.19041","81.12121","83.14201","79.68506","83.56071","90.30353","95.49522","101.35445","107.34923","106.29565","","107.27834","110.27192","",
"Guinea","GIN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","31.22477","26.53379","30.55454","31.21505","32.06449","31.28647","35.2301","36.80139","38.6043","39.86226","38.74536","36.88896","35.65253","34.42532","39.12853","36.64105","34.75261","36.03479","36.50804","35.95378","38.50156","37.57414","41.28765","43.28597","47.24724","48.45951","52.07282","52.69713","55.67057","59.65466","63.61642","73.25805","77.64064","81.75394","84.79726","87.35477","90.17739","91.86994","91.93635","94.3984","97.99036","99.77032","",
"Gambia, The","GMB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","27.53591","26.45749","27.89893","28.29756","29.1251","30.44963","31.73614","34.5437","38.14959","42.31282","51.18339","54.9764","58.0547","61.46278","63.07174","62.75021","60.36517","57.26171","53.02886","53.24574","54.19252","54.21579","55.84827","58.52964","61.10005","65.69636","","71.46629","84.18455","84.47302","86.13649","84.00723","87.6401","88.51854","86.06761","84.3922","86.03561","84.23543","87.33035","82.59984","80.52205","","",
"Guinea-Bissau","GNB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","33.41576","37.80367","46.68958","55.88388","87.32508","97.58684","","98.14775","86.73612","72.79551","61.66771","54.18701","49.29268","47.7245","48.27028","","51.73366","52.0482","53.97423","","","49.08837","46.98311","52.25294","56.49849","","","","77.74692","78.69765","93.41029","","","111.88594","119.79541","126.42642","","","","123.11883","","","",
"Equatorial Guinea","GNQ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","90.93264","","","98.79177","","","","","","","136.38286","145.47201","171.53362","207.731","","","","","","","","","152.66815","146.15563","","","","","113.49215","107.55608","112.82564","110.16175","101.42017","","100.31361","","","85.60436","85.43012","86.62546","86.90356","","",
"Greece","GRC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","107.21142","107.65856","107.59878","107.54282","105.88862","104.39908","102.92991","101.73244","101.03909","100.18421","102.88901","103.89504","105.00767","105.26191","105.11212","104.22495","100.63275","100.60863","99.33708","98.51476","98.38717","96.837","94.54051","93.65582","94.71784","92.97958","92.19788","93.8601","95.13125","96.25058","95.61453","98.18634","100.04603","101.70196","101.16924","100.76134","99.809","","","100.78525","","","",
"Grenada","GRD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","124.18688","127.04132","129.73327","136.21132","115.6268","119.69166","121.01428","120.47408","117.68255","113.68881","107.98733","106.18341","106.02467","103.70615","104.07928","101.59101","112.22667","114.81202","","117.34475","116.70005","121.16486","122.67362","","","","","","","91.25162","94.38667","107.31798","106.234","104.09976","","","96.33813","99.71967","104.63967","103.42139","","","",
"Greenland","GRL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","58.23323","59.36022","60.28064","60.16864","61.64366","62.80838","62.45405","64.66206","66.46731","68.02643","70.27996","74.31808","69.92453","74.41105","76.11999","76.78531","76.46825","78.43574","79.87064","","77.00703","80.62831","84.65892","86.34918","86.02978","88.21336","89.40779","89.91787","96.12497","101.59512","103.57991","104.16653","106.90664","109.58493","112.28799","113.21151","114.01768","113.9489","114.07374","116.48875","116.21314","","","",
"Guam","GUM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","93.97985","92.71985","91.54329","88.82576","87.41134","85.49669","85.25501","85.01301","79.21581","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","95.82786","95.6078","96.66045","97.88618","","99.03354","106.55687","104.73707","104.4293","101.57271","102.78666","103.94585","102.87445","101.38599","100.41636","101.57551","103.29575","107.54503","113.10511","","107.93675","104.9467","102.19205","100.60074","100.73379","100.9699","104.87893","","107.00797","104.51819","100.34983","","101.27568","104.2619","104.65289","96.10795","93.04483","90.50756","84.85982","84.77572","86.76481","","",
"High income","HIC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","99.60707","99.73299","99.31361","99.33044","98.82392","98.95323","99.49922","99.68676","99.9246","99.88857","101.86007","101.19485","101.24107","100.39697","99.88668","100.09044","100.84946","101.70716","102.23326","102.52983","102.69776","102.33914","101.72952","101.54703","101.36536","101.87572","102.13937","101.99844","102.10155","102.11974","101.78154","101.98005","101.75094","102.19521","101.8589","101.39114","101.7371","102.44052","103.20365","103.14123","102.78517","102.65838","","",
"Hong Kong SAR, China","HKG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","116.13635","116.59492","116.09513","115.97339","115.90605","115.04183","113.41312","110.89521","108.84561","107.24283","106.45748","105.15308","105.6496","106.79919","107.23778","108.04746","107.30295","106.7527","105.35397","103.61293","100.53339","99.05769","97.43829","96.0787","96.81878","97.3666","","95.17443","97.07444","98.73678","98.29524","99.34426","99.62396","99.85197","99.21887","98.93014","99.1978","98.28825","99.44169","102.10599","108.01588","","",
"Honduras","HND","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","84.42901","84.16779","85.35651","84.12009","85.47909","86.10589","87.29088","86.29901","89.1885","95.27369","97.43348","97.29411","103.92793","105.84232","107.52921","108.23528","110.85574","","110.74391","","107.7354","107.14209","110.33456","111.22414","110.77269","108.56649","109.26712","109.62214","","","107.40773","","","","115.51779","112.77744","118.14594","119.261","116.19479","115.08242","115.7357","114.10103","","",
"Heavily indebted poor countries (HIPC)","HPC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","47.51496","47.61208","48.22174","49.53597","50.50076","52.55466","55.19156","57.74924","59.95669","61.80629","64.16051","65.78417","65.05904","65.1613","64.85767","63.84486","63.7581","62.55046","62.61552","61.35291","60.0071","61.85941","60.84376","60.98295","62.08882","64.57678","64.75577","68.15304","68.99829","69.0453","71.54749","75.14648","80.56471","84.16647","87.62266","90.65077","93.98781","96.80096","100.90279","101.46924","101.74661","102.30913","","",
"Croatia","HRV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.05136","84.54644","85.42703","87.23182","88.08059","91.80232","93.0616","93.49125","93.68559","94.0506","94.69567","","98.50772","98.51131","97.74767","95.22556","93.48023","93.01804","","","",
"Haiti","HTI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","50.04399","52.11444","53.52377","55.09457","56.65211","60.45884","61.53027","61.65123","62.28743","67.74367","74.39946","75.21123","81.05705","85.64413","87.01429","89.62175","75.73968","","","","","74.39811","77.77614","83.45108","90.42102","98.69557","107.5741","111.13112","","","","","","","","","","","","","","","",
"Hungary","HUN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","97.88911","99.91659","102.34524","104.05358","105.2267","104.56057","104.27522","102.05081","98.44888","96.80472","97.77937","103.07538","106.48741","108.25848","106.38923","100.50595","95.22161","89.31775","87.11581","87.43677","89.69499","93.66951","97.42991","102.50106","102.59495","101.24693","100.4897","101.15799","101.61333","102.08076","101.08647","99.89172","98.91579","98.08577","98.39865","99.35944","99.08177","100.90631","101.57218","101.68715","101.05321","","",
"Indonesia","IDN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","81.33843","82.57871","83.63544","83.96663","82.9432","85.042","87.71053","90.2089","98.14959","","","107.5542","112.03219","114.26794","117.12005","118.74434","117.30758","115.95576","115.10457","114.33488","112.4511","110.83585","109.25308","108.72088","109.51867","109.12067","108.68834","108.66381","","","106.44637","108.64418","109.75221","110.56415","111.44547","112.14914","112.29447","116.2834","115.5349","116.99583","118.12384","118.3528","","",
"Isle of Man","IMN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","78.85165","79.67406","82.69556","81.78558","82.20346","81.59966","83.88864","80.10041","80.03788","81.6639","83.45672","84.29615","86.16899","87.46639","86.84631","88.55047","86.26027","87.71589","91.15025","91.20478","91.63306","92.41103","94.35912","95.44178","94.86498","94.34417","93.72806","91.33796","92.32627","93.84265","93.56511","94.13349","102.14937","110.48291","","","111.577","112.77096","111.95332","111.96797","","","",
"Not classified","INX","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","107.31152","105.8768","105.64329","103.51795","103.2538","103.22329","102.91711","102.76081","102.36518","101.71871","100.7755","100.10204","99.68336","99.20601","99.44282","99.92201","101.17096","102.22336","103.05245","103.6191","103.35833","102.91931","103.16238","102.68367","102.31467","101.52555","102.31822","101.90118","102.04395","101.87972","101.26184","102.89217","103.3767","103.32209","102.92551","103.14931","104.99725","106.23692","107.66342","107.95508","107.35251","","",
"Iran, Islamic Rep.","IRN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","71.58867","77.93258","80.98418","83.64101","92.39561","98.21236","102.2366","105.09433","89.91373","98.58004","93.69096","99.28198","100.58255","102.61247","102.88075","104.10197","104.78579","106.02385","106.6944","108.23237","110.52028","111.88676","111.11781","108.98392","107.46051","","103.51784","","101.49483","100.56263","100.76016","100.12267","99.51982","100.54292","100.58558","104.5977","106.18304","107.76498","108.94912","107.69177","107.50668","","",
"Iraq","IRQ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","69.88053","72.21176","74.21342","76.11936","77.76657","85.87006","89.40531","89.93324","104.37789","107.98343","106.32138","104.75326","101.58662","101.97608","101.51546","101.32652","102.70804","103.22101","102.14443","","108.25376","","89.65865","","","84.36923","","","96.74026","95.36782","103.24171","103.11063","103.78002","102.06878","","","104.50841","","","","","","",
"Iceland","ISL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","98.45762","99.33861","99.2271","99.33887","100.04088","99.67176","99.80366","98.53016","98.01874","98.39206","99.10256","98.72264","99.18332","100.29756","99.78099","98.48685","98.54747","100.66958","101.57842","101.58395","101.25998","100.20278","98.88818","97.43624","97.94615","98.08667","98.32121","99.00017","100.25762","102.14864","102.50242","100.09544","99.40615","97.92049","97.94782","97.93323","98.04458","98.80882","99.44715","99.042","","","",
"Israel","ISR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","103.19238","102.98056","103.10201","103.3495","103.43325","103.17046","101.89272","102.29482","100.69486","99.55563","99.75638","99.59236","99.28533","99.10052","97.87088","98.04938","97.12945","95.37173","98.21154","100.87921","101.38986","101.20266","102.82586","103.35558","","","104.73741","105.95396","105.99577","105.8708","105.4069","105.06029","103.53571","102.61208","103.14761","102.54603","102.94524","104.29059","","","",
"Italy","ITA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","108.54436","108.16609","107.97973","107.48152","106.91016","105.61674","103.98027","102.61163","101.33513","100.9255","100.28772","99.93083","99.32079","99.11591","99.15012","98.3729","97.71249","97.7968","97.88363","98.52782","99.20107","100.60155","101.64092","100.17058","99.73533","100.65311","101.2505","102.15371","104.64741","103.37225","102.41779","101.34666","100.79314","100.65358","101.43835","102.98192","104.21605","104.22608","102.94571","101.76339","","","",
"Jamaica","JAM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","106.95738","107.70436","103.33592","106.02204","99.19289","99.12121","99.8617","101.71709","103.93331","103.25576","103.18818","104.85134","104.91838","104.15783","103.44576","103.08973","105.86743","104.07712","105.46572","104.29904","102.94711","","99.6187","","","","","","95.73707","96.96278","96.42759","96.67945","94.81812","95.57586","92.85253","","85.95554","87.93643","89.10798","88.72133","","","",
"Jordan","JOR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","102.67468","104.33249","108.43078","112.43027","114.02487","114.28385","113.01304","110.41025","108.94849","107.64439","104.00153","102.77836","100.33344","100.46744","101.4429","104.86701","104.33018","106.52181","103.5812","101.48442","100.51127","101.87643","100.8025","98.39953","","96.47242","","","95.66577","97.96278","","103.8911","105.95653","106.34009","104.92557","102.77239","99.22178","97.03271","","91.99315","","","",
"Japan","JPN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","100.14169","99.4911","98.9101","97.37805","98.72939","100.10314","100.88708","100.63662","100.89333","102.13221","100.96578","99.8122","99.37518","99.52279","100.4187","101.70694","102.26917","102.06313","101.87551","101.66469","101.08382","100.97571","101.16003","102.17749","102.82514","102.71101","101.99725","101.57827","101.26454","100.98653","100.73837","101.14964","101.4299","102.03595","102.16142","102.42729","102.52902","102.20028","102.72715","102.8286","","","",
"Kazakhstan","KAZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","111.65399","","","","","116.75044","","","113.52107","114.23715","117.23523","120.25272","122.00544","120.12209","121.81619","101.11405","98.85021","96.21637","95.61579","96.29859","99.35316","101.20586","102.62593","104.10199","104.22573","104.48905","106.60057","111.06194","111.68821","111.03617","110.72591","109.90253","",
"Kenya","KEN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","62.8264","64.6885","68.68737","71.80388","106.34391","109.29611","105.02748","104.06916","99.70748","119.34057","119.88173","116.1149","117.58486","116.69093","111.98905","106.81943","106.26923","105.5435","103.50814","104.00379","100.44964","98.20646","96.73227","95.8772","92.38932","90.1817","","","91.54029","90.40998","95.20123","96.91029","91.45686","106.90074","107.04652","107.43998","105.37615","112.47217","112.21243","113.26885","","","","",
"Kyrgyz Republic","KGZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","115.76658","","","","","122.37637","","","110.89348","109.87169","","110.77524","110.48746","111.56475","111.13796","101.18234","","","96.37066","95.88806","95.72587","95.71137","96.69943","98.09794","98.75486","99.63945","97.87313","98.07136","98.26865","99.57769","100.9054","","",
"Cambodia","KHM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","30.32424","42.65604","41.54149","","","","","","","","178.04873","209.07528","230.11501","240.69799","246.21676","253.80917","195.44883","170.72957","139.67124","105.307","89.23147","","","86.08479","92.65713","","91.46813","96.43491","101.34277","105.64357","112.65708","125.30396","127.83392","129.60775","130.19957","129.64183","129.09272","125.56892","125.74371","126.89436","125.64038","","",
"Kiribati","KIR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","125.55016","152.54015","121.39701","","146.10696","121.79377","129.04717","128.80757","129.67659","135.39642","142.70633","150.44036","146.60205","137.36596","132.88511","124.30996","116.64905","113.74969","115.48262","114.87816","118.39404","118.94862","118.46366","119.3945","118.50279","118.15509","118.2949","","108.0869","108.80705","116.1756","108.49879","114.47826","111.96299","114.78477","113.7614","111.59564","115.05745","112.68279","","","","",
