"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Peru","PER","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","107.48375","107.87285","108.16414","110.80506","112.37348","114.29164","116.53494","116.19422","116.4387","114.94197","114.41046","115.31267","118.46162","116.45864","116.01951","121.40125","115.60762","115.93293","116.76049","118.07717","119.57017","118.96672","117.88106","118.5533","120.70345","122.27409","121.68388","120.49223","123.33127","123.95505","123.15963","122.00121","120.69631","118.29514","116.59329","115.41443","114.36419","113.8122","110.16822","108.52019","108.05831","105.77933","","",
"Philippines","PHL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","114.58155","112.32169","109.92727","110.23241","111.11076","111.30881","111.99699","110.43309","112.53369","109.35453","112.35222","110.25138","108.73086","107.6707","105.86954","104.68555","105.03856","106.75195","108.25521","109.23473","108.60126","107.84819","106.97195","105.36227","104.9463","108.9584","110.19116","109.19964","110.06517","110.49311","109.76967","109.01957","108.87283","107.86862","106.9885","104.95479","104.70095","105.29446","105.83072","","","","",
"Palau","PLW","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.83234","113.30222","","","","102.88408","","","101.44547","","","","","","",
"Papua New Guinea","PNG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","50.05042","50.01175","50.78647","52.8032","54.0033","54.43987","55.65372","54.32726","53.85135","54.17303","55.61526","52.98291","53.02415","","56.07555","","58.70161","59.80793","61.07402","63.28188","61.91146","61.90208","63.98578","68.0299","71.03885","71.93011","","","77.27164","","71.02005","64.31309","61.68887","57.67536","57.17247","57.93377","56.15174","","60.0932","","","","","",
"Poland","POL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","102.69219","102.53841","102.75899","102.67051","101.98685","101.62369","101.33143","101.08814","100.76565","100.49096","100.31824","100.94146","101.68226","102.42281","102.86832","103.03022","102.98454","102.47014","100.69139","99.28958","98.81911","98.42719","99.59217","99.14709","","","99.42704","100.33873","99.52296","99.30864","99.3459","98.93642","98.39501","97.83664","97.16995","96.85669","96.65991","96.58524","97.35838","98.64698","","","",
"Puerto Rico","PRI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","116.09007","118.25275","118.56295","116.9354","111.37339","108.69531","110.80001","","","","","93.1075","","","","","","","","","","","","","","","","","","","","","","","","","","","91.73065","92.88919","86.01419","","",
"Korea, Dem. Rep.","PRK","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","112.82906","114.14393","115.09419","116.77731","116.51598","120.0117","120.65699","121.49933","120.73929","120.87","120.63283","118.94524","119.11631","118.08146","126.51705","124.55931","126.66522","125.10936","","120.57127","118.81695","121.7695","119.87358","121.16813","120.97203","120.92745","","122.0391","121.36796","121.90021","121.23607","116.90544","116.97502","115.89996","115.42103","115.53262","116.16572","116.01203","113.85672","111.54985","","","",
"Paraguay","PRY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","98.70298","99.72629","98.36414","98.672","97.22193","94.57715","95.90279","96.63854","98.43064","99.78396","102.06904","103.83442","104.76324","104.85794","104.14567","103.17305","101.52012","101.51057","102.31551","103.30642","104.25511","105.43246","106.08535","110.10116","110.50141","112.83344","115.71851","115.66632","121.09478","118.97022","119.74586","118.72946","117.31356","113.18994","111.83568","111.49876","108.49659","105.55994","102.46494","99.52722","97.58222","","","",
"Pacific island small states","PSS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","106.57513","108.79441","110.7079","111.35708","112.29497","114.66152","114.12495","113.12217","111.90068","110.19233","109.59521","107.82905","106.36396","106.17426","105.49811","104.55058","104.61599","104.98493","105.39839","105.84232","105.81438","106.42874","107.24585","108.35339","109.07532","108.3123","107.40716","106.69182","105.61298","103.50658","102.15436","104.91965","106.67471","108.89639","110.13089","110.12551","110.62733","108.54924","111.48229","113.7977","118.40144","118.21126","","",
"French Polynesia","PYF","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","121.00712","118.95527","119.59787","113.04207","110.16806","","","128.61052","128.11101","127.35004","125.38253","119.80539","117.63376","113.82426","111.5456","107.67232","","","","","","","","","","","","","","","","","",
"Qatar","QAT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","109.89614","117.24807","119.343","118.31735","123.61751","125.11258","126.47545","125.21618","124.45212","123.28743","119.22467","121.97749","120.8423","114.99552","112.30182","111.72945","106.71655","104.8851","103.20137","99.73688","92.51688","90.58751","90.59165","96.68941","97.9832","101.41828","","105.90585","104.01289","100.88883","100.44542","105.47612","110.35061","107.40394","110.01933","102.96287","110.77165","107.55707","106.39007","102.94124","104.55606","","",
"Romania","ROU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","118.02842","119.25652","112.14953","109.07228","","","","","","","","","","","","","","","93.05952","92.45757","88.3917","89.041","90.61044","93.38727","98.55899","99.88898","99.50492","98.35873","96.45995","97.1995","99.41364","103.28729","107.51142","113.79146","109.99381","104.21691","101.61597","95.88732","95.69751","95.88669","","","",
"Russian Federation","RUS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","101.49309","98.02458","96.53622","96.059","96.86453","98.79193","101.56708","104.35378","105.68734","105.33916","102.0286","101.29079","100.46273","100.8383","102.34251","103.5971","106.25586","107.26127","106.74617","106.84947","109.317","109.59246","108.8532","106.80129","107.73896","108.57334","106.59263","104.11569","103.32268","103.09966","106.28873","114.41448","121.96598","","96.56365","96.46311","96.63994","97.63579","98.62688","","","","",
"Rwanda","RWA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","66.12402","62.04535","59.56997","57.63244","54.49072","55.1246","57.82245","59.75556","64.31736","67.5186","72.061","73.38472","70.81768","69.85623","69.59356","70.80824","73.16629","74.70812","75.80707","75.62016","78.03097","84.62628","","","","","","","98.10201","104.06851","105.68342","111.12527","120.42344","129.9667","133.81406","140.52972","144.40489","142.61678","143.57639","142.56857","141.7066","","",
"South Asia","SAS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","72.32426","71.99114","73.96089","77.62112","76.88453","77.67563","77.5725","79.05854","75.67249","75.72108","76.96686","78.10029","78.4013","80.22554","81.13661","80.64467","81.91435","80.32781","82.72958","85.48385","85.94948","86.40679","87.13864","88.67731","89.80343","89.61042","89.3614","89.02824","87.42902","88.31392","89.51029","89.29914","91.00667","97.63908","104.51906","105.20261","105.54569","106.40953","107.28628","107.48621","108.4421","110.03354","","",
"Saudi Arabia","SAU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","57.05405","","","","","","","","","","","","","","","","","","","","","","","","","","95.13272","","96.87032","99.6944","102.95042","106.03662","106.01278","","",
"Sudan","SDN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","35.90539","40.61472","43.69825","42.87666","43.3369","43.42428","43.67136","45.06601","45.36012","46.05557","45.69077","45.85051","45.77878","44.7508","44.83009","45.89048","45.48846","","","","47.97202","49.68034","","50.38397","","","","","47.90069","47.85392","51.14715","51.66084","52.99945","54.96247","54.97471","63.7363","63.53483","68.21153","72.68027","","","","",
"Senegal","SEN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","40.91564","40.32761","40.53221","40.85427","40.85744","40.13896","42.75348","41.15112","42.31583","43.28101","44.86294","46.72878","49.36579","51.19156","52.62489","54.52427","55.26597","56.25504","55.90097","56.35815","56.98598","56.8269","56.27256","57.31218","58.13327","61.72108","65.57764","68.71552","67.5112","70.64305","72.41698","73.16142","76.94027","80.84408","82.65296","82.69502","86.45281","87.03993","86.79566","86.83878","86.20734","","",
"Singapore","SGP","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","71.00414","81.97705","80.77713","77.25616","75.5692","77.51621","82.32839","77.93167","76.25795","73.89053","75.59966","72.36364","71.81965","78.32254","80.90997","78.463","78.07973","81.86718","","","88.91338","90.60148","97.13619","102.4016","105.91438","","","","","90.41267","87.40515","92.12527","96.68834","","","102.79854","108.15642","109.11379","","","144.83023","","","",
"Sierra Leone","SLE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","36.92555","38.30823","35.73465","37.39339","38.5357","40.76239","42.13703","42.84427","","54.85431","55.75429","59.78741","58.6741","62.02239","65.49981","64.38708","","59.73653","54.15212","52.3989","48.75779","","","","","","","","","70.42862","85.7592","","","","","","","","","","124.71749","","",
"El Salvador","SLV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","80.74979","82.26003","80.881","85.38004","86.90303","88.8318","90.98537","92.28321","94.11765","96.25247","87.79667","72.98824","81.91843","84.76477","87.00466","","","98.07749","99.75956","97.26443","","94.32019","96.4007","96.4677","","95.49379","102.16126","105.07056","103.5158","104.41697","104.60627","105.92653","107.43316","110.02578","113.06183","113.41717","113.12482","119.24456","112.76121","112.66453","114.08983","114.4706","","",
"San Marino","SMR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.94606","94.37463","91.94118","","",
"Somalia","SOM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","8.00941","9.21283","12.69639","16.15207","","28.95429","30.35287","27.08236","28.15398","26.64505","19.70887","17.53136","16.27953","16.40466","14.8725","13.78115","","","","","","","","","","","","","","","","","","","","","32.45448","","","","","","",
"Serbia","SRB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.75835","106.25502","104.28637","","101.68518","101.30971","102.61332","101.82488","101.06215","100.62958","97.6858","95.89576","94.87955","","",
"Sub-Saharan Africa (developing only)","SSA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","51.72546","52.27027","53.79566","55.25129","57.55973","59.35949","60.58625","64.06465","67.84104","72.39925","75.5413","78.234","80.24503","80.00639","78.8819","76.48712","73.98909","72.38381","71.42466","72.19395","71.52508","72.84402","72.8338","73.75791","74.08436","74.93504","73.0133","76.26778","77.70107","78.55145","81.2685","83.64905","86.18097","89.08252","91.55007","94.22687","96.62205","97.81586","99.28898","99.46197","99.63438","100.02711","","",
"South Sudan","SSD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","51.75492","52.298","53.82393","55.27999","57.58804","59.38968","60.61818","64.09615","67.8717","72.42862","75.57034","78.26317","80.27534","80.04639","78.93515","76.53617","74.03463","72.42722","71.46686","72.23529","71.5669","72.88561","72.87531","73.79842","74.1236","74.97214","73.04922","76.29898","77.72635","78.5728","81.28475","83.6671","86.19582","89.09016","91.55582","94.23062","96.62131","97.8106","99.27918","99.45199","99.62517","100.01787","","",
"Small states","SST","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","94.72573","94.50371","95.71648","96.61282","98.88223","99.94724","100.92356","101.79174","102.0322","101.42375","101.08614","101.60377","102.08285","102.22042","102.20529","102.63785","102.39623","102.98696","102.78146","102.62797","101.69074","101.68135","100.90768","100.07157","101.07359","101.3318","101.13335","101.08988","101.17483","101.33953","102.6368","103.57508","104.00905","104.41212","105.02043","104.99548","104.98797","104.1968","105.29395","106.04248","106.97862","107.40362","","",
"Sao Tome and Principe","STP","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","111.71952","123.72698","146.68385","117.39329","121.13703","157.79594","135.91285","147.58233","","164.07275","160.62776","154.72233","145.97045","138.34757","134.93722","","136.14535","138.68026","","138.18055","","","","","","","","","109.99584","","125.84326","127.71245","127.35755","126.64881","127.29476","126.12049","126.00634","128.98935","131.81322","130.66985","133.75579","127.26419","",
"Suriname","SUR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","126.41302","125.47068","127.99138","131.10518","126.38791","109.97243","122.74922","124.80054","129.82295","129.00981","124.24242","130.13404","133.51837","136.58319","138.2945","140.60088","128.79233","127.70919","131.51972","117.6465","109.66818","128.84298","135.96345","150.09992","","","","","","","118.03935","117.25824","","","114.48764","111.48749","106.64086","112.0711","113.37013","","115.03711","","",
"Slovak Republic","SVK","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.86897","99.54776","98.35613","96.92741","95.87243","98.89882","98.76343","99.08536","99.05332","97.06562","96.12857","95.39717","95.82716","98.0758","101.02012","102.56493","102.08477","100.99511","100.16901","","",
"Slovenia","SVN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","97.78794","99.91957","100.8068","100.09183","99.48162","98.82618","98.97374","99.13024","99.80184","99.9557","99.53929","101.3046","96.80323","96.59021","98.56946","99.27488","99.56495","99.16579","98.05257","96.91566","100.73463","104.48698","109.51195","120.42122","98.33325","99.24878","96.05957","96.78685","97.72976","98.4371","99.04242","","",
"Sweden","SWE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","94.09335","95.87459","97.1188","98.78543","100.40421","101.14745","100.41618","98.85573","98.3481","97.31467","96.54165","96.96823","97.82304","98.18983","97.90237","97.73973","98.21337","98.54328","98.81648","99.55706","99.76523","100.36352","104.29854","104.19818","104.27723","104.42998","105.00429","110.2169","109.95321","109.59457","109.5305","108.32211","107.18151","97.3672","96.00852","95.94661","96.99364","98.90159","99.94074","101.35626","100.3391","","",
"Swaziland","SWZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","77.83564","78.23911","80.93613","83.69344","85.22958","85.73836","85.77891","86.35419","86.50162","87.47443","89.67833","93.09582","94.44641","94.94081","95.37543","95.53535","93.96707","93.75448","93.08506","92.08085","93.97067","93.93958","94.40439","94.20472","94.28418","95.68414","93.5589","92.94478","92.78324","94.0487","94.83514","94.57388","94.17142","94.98603","100.59662","103.04778","108.18426","110.52226","","110.84764","115.82619","115.12982","","",
"Sint Maarten (Dutch part)","SXM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","100.20641","104.32456","106.17622","106.73107","106.336","104.34428","101.75905","102.69021","104.30706","102.91903","98.96197","102.02168","104.67478","105.07169","103.15688","103.13299","106.32233","105.08804","104.83292","107.31148","","110.51254","108.58299","108.43493","109.38086","109.55336","109.9911","","108.93836","112.18911","112.45093","112.0504","112.80038","113.30703","107.58637","110.75812","","112.50159","115.43234","116.77725","117.22553","112.83416","","",
"Syrian Arab Republic","SYR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","81.87226","85.70276","90.58185","92.02446","92.96585","94.69541","94.51829","93.91022","93.76861","94.90351","95.81638","97.37133","97.96302","100.29274","102.17102","104.29614","107.40107","106.99544","107.94233","107.4069","108.82354","110.05023","109.12881","109.19938","108.57943","108.12145","107.67298","107.11476","108.26566","109.28616","111.27359","113.10587","122.62077","120.54022","118.15176","113.93954","113.0123","114.23096","115.40003","117.82299","121.46932","","",
"Turks and Caicos Islands","TCA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.37571","84.50047","93.63114","89.80583","","","","","","","","",
"Chad","TCD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","32.69548","32.03022","31.94612","32.68766","32.48741","33.59168","33.95009","","","","","","","","34.86219","39.58192","38.53719","45.66385","44.60219","49.93801","51.6827","54.09584","50.9079","48.35174","47.39478","49.80763","55.522","62.08138","64.19368","67.66955","70.76207","75.2503","77.75596","81.90845","78.57309","78.287","77.47799","86.77808","92.04571","92.52222","100.76385","","",
"Togo","TGO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","67.46272","73.22541","79.63686","82.91558","85.32251","91.8159","97.4344","101.06864","106.81502","109.67149","111.43512","105.58502","100.13587","89.35429","85.44477","84.18631","89.70767","89.60284","93.75404","95.84923","101.60281","100.40837","","98.5781","111.39569","118.41082","120.2977","120.7892","126.09134","117.83861","119.09945","120.55655","117.9534","117.09177","116.64636","121.34866","115.9558","117.88876","134.77143","139.64367","139.44204","144.87659","",
"Thailand","THA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","82.46304","83.75049","84.10378","84.43648","83.81671","83.18251","82.27877","81.94682","91.23902","95.46294","96.96988","97.77695","97.38792","96.1098","96.04782","95.65654","96.72412","97.58431","97.51171","98.46837","99.44616","99.92091","99.09201","97.78562","94.78801","90.84169","91.43837","92.78894","96.64217","97.06035","96.63919","97.63347","","98.66071","97.94947","96.3514","94.91979","93.33664","90.67734","","","","",
"Tajikistan","TJK","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.96392","92.82416","86.47775","91.26873","91.17647","","91.66328","96.08692","96.21606","96.98446","96.69934","98.00172","100.12145","99.95279","100.71481","100.28501","99.87565","102.24776","101.94248","101.8907","100.45006","","",
"Turkmenistan","TKM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.7512","117.41585","111.31703","105.05634","97.08372","","","103.29575","108.98842","116.96122","123.94234","","",
"Tonga","TON","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","110.83881","98.98698","97.98308","97.80799","99.41871","114.47932","116.8627","117.88707","122.1067","126.16781","127.17057","120.14946","117.84505","116.0307","118.5276","118.33542","117.99344","115.43508","","","107.21609","106.78583","106.35255","109.0248","","","","","113.42337","112.47152","109.00248","110.26023","110.56884","116.20551","111.98874","111.83925","111.17601","110.42688","","","","","","",
"Trinidad and Tobago","TTO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","109.43505","109.18552","109.25339","109.33685","110.04213","113.33033","112.28521","109.45843","103.73014","100.21875","99.64506","99.37929","99.78381","97.2988","97.75803","96.49692","99.46197","100.17649","98.56172","96.60399","95.42905","94.35639","93.71537","93.03256","","92.7186","93.15166","","96.58809","99.74019","97.37457","93.7037","98.08948","99.35961","96.69226","","101.2233","103.13958","104.03872","104.71392","","","",
"Tunisia","TUN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","100.41346","100.31577","94.22256","91.93042","94.85983","96.47432","98.54317","99.35483","99.10718","100.68645","101.48253","103.61217","107.80984","110.1929","112.02651","113.52331","114.09623","113.51153","110.53676","112.43186","113.42448","114.02377","114.26324","116.32533","116.34496","115.42465","113.86601","116.6013","115.17727","115.02966","114.6484","113.6242","112.83629","112.23172","112.16522","111.42582","108.53288","108.04327","108.75533","110.15347","109.85226","","",
"Turkey","TUR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","100.88316","99.60809","100.34186","100.95542","102.00888","104.10225","104.30919","102.32154","102.72869","","99.84631","101.3825","102.28367","107.76101","106.04868","106.02229","105.18834","106.07447","102.64348","102.49627","101.78931","101.30064","98.79589","96.92305","97.45775","","99.08991","","102.55224","101.4911","102.66566","103.11751","100.05482","100.56419","101.58089","102.30288","103.52695","103.99202","102.36877","104.2909","","","",
"Tuvalu","TUV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1241","104.9101","100.56378","91.05749","94.11765","97.09544","99.51956","100.06854","","","","","","","",
"Tanzania","TZA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","33.82611","35.23785","37.58377","40.15172","43.42082","53.1636","63.13087","71.15638","90.70513","94.3019","95.93304","97.5611","93.61842","91.67709","86.91203","76.34938","73.52055","71.12926","69.00732","68.90209","69.40597","69.84594","69.31733","69.55266","68.51184","68.05237","67.27542","67.46108","65.62529","66.55223","68.25138","74.42271","89.26343","95.84135","101.1789","105.35596","108.58941","110.5253","111.42976","105.7999","102.28145","","93.6399","",
"Uganda","UGA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","39.61596","41.74202","39.90288","40.20369","42.00827","45.21871","46.59515","49.50106","50.79479","49.81068","51.47499","53.84324","59.91528","62.12964","67.20003","71.53661","71.85719","72.51062","73.0647","68.94918","69.51645","69.76675","62.68096","67.27561","67.81509","68.62353","69.8811","116.75985","123.65094","129.69105","131.25983","133.61599","137.7715","138.44012","129.66291","123.22444","121.70605","120.54668","123.12773","124.03392","121.14123","113.21666","","",
"Ukraine","UKR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","98.53188","96.47681","94.07346","93.356","","94.81514","96.5401","99.37641","100.98422","101.97722","102.09619","101.90638","101.35953","101.33991","101.45108","102.71351","107.29429","108.53229","107.45066","106.87012","107.39579","107.29325","117.29541","116.00577","","","","109.10747","107.66338","108.11686","114.91674","121.61048","96.19902","96.59857","107.5333","102.14383","100.63323","99.39389","98.4536","99.17788","99.80465","","",
"Upper middle income","UMC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","105.96635","106.98575","109.4925","115.01255","117.70435","119.05921","118.41919","115.00339","110.89436","110.61421","111.12148","111.71253","111.47487","111.05089","112.11353","114.95317","117.8052","120.62968","122.09298","121.98835","121.54448","118.38679","116.39584","114.4471","113.42329","113.07958","112.59822","112.6029","113.60415","113.86639","113.22409","112.96355","113.38397","113.17163","112.51463","111.53289","110.4947","110.4416","110.61363","110.34008","110.03488","110.70453","","",
"Uruguay","URY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","112.1636","113.53408","111.41941","112.97663","107.42768","106.6735","108.73322","109.8475","109.66383","107.91156","107.07389","122.53172","112.91159","107.28953","106.15434","106.96597","106.05077","106.06738","106.43701","107.73282","108.68498","108.84281","109.05876","109.30716","108.46637","108.16576","108.2395","","112.0007","111.48154","109.25127","108.59272","110.45325","111.39281","112.82531","114.04254","115.38046","114.74033","113.96742","113.3984","112.11734","","","",
"United States","USA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","87.90746","87.3553","89.55141","88.67604","88.55403","89.50555","90.08865","90.87713","90.76941","99.39099","99.32026","100.92581","99.09176","97.51309","97.42825","98.72993","100.07344","","","104.57711","103.6858","","102.12547","101.64576","103.13243","103.22973","","103.31447","102.95632","101.89789","102.34629","100.31404","100.52046","100.03087","100.66268","101.33454","103.0489","104.28744","103.61449","101.60174","","","",
"Uzbekistan","UZB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","109.88065","","","","","116.83996","","","110.29854","110.24237","110.53897","103.33216","103.15782","104.49338","104.13868","","","","98.3255","99.14751","99.34972","98.43078","97.45371","97.166","97.52972","96.73203","95.25929","94.16922","93.30512","94.17897","94.63143","","",
"St. Vincent and the Grenadines","VCT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","134.87361","163.67645","","102.12605","97.86089","103.58819","","","","","","104.32398","","111.83942","","126.60309","116.1438","","","","113.35803","","","116.71669","","","","","","117.88963","118.45312","114.47152","119.38605","114.12209","118.17881","","108.96155","108.15403","105.98564","105.07352","","","",
"Venezuela, RB","VEN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","97.33823","96.57308","95.522","93.82179","94.52272","98.28066","100.93421","104.23297","106.02477","108.3237","110.49719","112.06241","111.73043","110.44622","110.51789","109.6231","107.0068","105.84658","105.04595","105.64631","109.19067","110.89624","109.19971","","","99.97475","100.97042","","99.45384","101.34565","104.44072","107.07127","105.3144","105.27587","104.88554","104.61346","106.30354","103.37517","103.52617","102.807","102.43039","","",
"Virgin Islands (U.S.)","VIR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","106.64362","110.67855","110.77694","103.4553","110.5547","109.00164","","106.56559","107.39712","107.22125","108.42903","112.13063","112.42884","109.38334","104.89632","104.94224","104.79831","107.52648","108.79662","110.53236","112.10437","113.78692","113.20113","110.58821","108.30814","105.46355","102.21156","99.75745","99.08339","98.66264","99.89453","102.19684","104.1322","104.09682","106.22156","106.32731","","",
"Vanuatu","VUT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","123.13609","123.37756","117.72664","117.87179","118.07358","116.85857","117.34038","117.15108","117.36604","118.9055","118.34368","114.54147","","105.68727","","103.02362","105.20374","103.63542","103.39993","102.12001","97.20357","96.58963","99.0124","","","","","","119.86746","118.01932","120.30486","120.80532","121.59268","125.12071","121.1895","117.50534","110.87509","111.13168","111.71864","110.27596","117.23133","","","",
"West Bank and Gaza","PSE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.79294","98.25449","100.69552","","99.89775","98.48853","95.98963","93.26253","91.31451","88.27149","88.38666","87.64432","87.86826","89.05152","89.73794","90.83378","91.98995","","",
"World","WLD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","89.40881","89.79377","91.18564","94.11446","95.12393","96.29718","96.60602","96.39703","94.92706","95.36764","96.65553","97.41261","97.80939","97.88204","98.24575","98.67516","99.4153","99.58018","100.25237","100.44394","100.03365","99.19174","98.48257","98.32947","98.42777","98.3331","98.0634","98.49081","98.54255","98.83849","99.29697","99.53339","100.44833","102.5302","104.47751","104.76742","104.98038","105.63705","106.25768","106.3264","106.54864","107.15562","","",
"Samoa","WSM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","88.95596","89.64824","92.31348","99.08894","","106.65569","108.75683","111.22738","112.02027","114.27623","112.45444","111.00638","110.12984","112.38632","","","112.47545","","","","","","","","","102.99564","100.3045","99.80636","99.01844","97.54851","99.12988","102.65397","105.26977","107.84001","108.15265","","","105.33677","","102.9572","107.52699","104.60676","","",
"Yemen, Rep.","YEM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.90733","","78.37243","80.49501","83.58826","86.61858","88.62703","","","87.0308","","87.27921","90.5771","","",
